"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"148","Altona","1/170 Blyth St",3,"u",630000,"S","Barlow",2016-08-06,13.8,3018,2,1,2,311,94,1955,"Hobsons Bay",-37.8702,144.8143,"Western Metropolitan",5301
"149","Altona","5/35 Grieve Pde",2,"u",406000,"SP","hockingstuart",2016-08-06,13.8,3018,2,1,1,65,NA,NA,"Hobsons Bay",-37.8693,144.8171,"Western Metropolitan",5301
"150","Altona","156 Maidstone St",3,"h",660000,"VB","Greg",2016-05-07,13.8,3018,3,1,1,602,123,1955,"Hobsons Bay",-37.8616,144.8116,"Western Metropolitan",5301
"151","Altona","11 Keeshan Ct",3,"h",683500,"S","Greg",2016-11-07,13.8,3018,3,1,1,530,NA,NA,"Hobsons Bay",-37.8594,144.817,"Western Metropolitan",5301
"152","Altona","1/136 Queen St",2,"u",580000,"S","Barlow",2016-10-08,13.8,3018,2,1,1,225,93,1988,"Hobsons Bay",-37.8696,144.827,"Western Metropolitan",5301
"153","Altona","173 Queen St",3,"h",1335000,"S","hockingstuart",2016-10-08,13.8,3018,3,1,4,777,22,1953,"Hobsons Bay",-37.8697,144.8249,"Western Metropolitan",5301
"154","Altona","1/265 Queen St",3,"t",8e+05,"SP","hockingstuart",2016-10-08,13.8,3018,3,2,2,280,NA,1997,"Hobsons Bay",-37.8734,144.8143,"Western Metropolitan",5301
"155","Altona","3/26 Grieve Pde",2,"u",510000,"S","Village",2016-09-10,13.8,3018,2,1,1,127,76,1990,"Hobsons Bay",-37.8686,144.8182,"Western Metropolitan",5301
"156","Altona","261 Queen St",4,"h",1070000,"S","Barlow",2016-09-10,13.8,3018,4,2,2,695,NA,NA,"Hobsons Bay",-37.8733,144.8147,"Western Metropolitan",5301
"157","Altona","4/5 Rose St",2,"u",425000,"S","hockingstuart",2016-09-10,13.8,3018,2,1,2,115,57,1980,"Hobsons Bay",-37.871,144.8185,"Western Metropolitan",5301
"158","Altona","1/60 David St",3,"u",605000,"S","Jas",2016-12-10,13.8,3018,3,2,2,230,NA,NA,"Hobsons Bay",-37.8646,144.827,"Western Metropolitan",5301
"159","Altona","1A Merritt Ct",3,"t",705000,"S","hockingstuart",2017-02-11,13.8,3018,3,2,2,197,152,NA,"Hobsons Bay",-37.8579,144.8181,"Western Metropolitan",5301
"160","Altona","4/31 Millers Rd",2,"u",391000,"SP","Greg",2017-02-11,13.8,3018,2,1,1,0,65,1965,"Hobsons Bay",-37.8678,144.8384,"Western Metropolitan",5301
"161","Altona","111/112 Pier St",2,"u",440000,"SP","hockingstuart",2017-02-11,13.8,3018,2,1,1,0,NA,NA,"Hobsons Bay",-37.8659,144.831,"Western Metropolitan",5301
"162","Altona","24 Wren St",4,"h",845000,"S","hockingstuart",2017-02-11,13.8,3018,4,1,2,745,130,1950,"Hobsons Bay",-37.8658,144.8155,"Western Metropolitan",5301
"163","Altona","1/152 Blyth St",3,"t",743000,"SP","Gunn&Co",2016-11-12,13.8,3018,3,2,2,211,176,NA,"Hobsons Bay",-37.8698,144.816,"Western Metropolitan",5301
"164","Altona","4/57 Blyth St",3,"u",730000,"SP","Barlow",2016-08-13,13.8,3018,3,2,1,69,141,2014,"Hobsons Bay",-37.868,144.8286,"Western Metropolitan",5301
"165","Altona","164 Maidstone St",3,"h",635000,"S","Sweeney",2016-05-14,13.8,3018,3,1,4,625,NA,1960,"Hobsons Bay",-37.8611,144.8114,"Western Metropolitan",5301
"166","Altona","3/25 Rayner St",2,"u",620000,"SP","hockingstuart",2016-05-14,13.8,3018,2,1,1,168,NA,NA,"Hobsons Bay",-37.8676,144.8202,"Western Metropolitan",5301
"167","Altona","3/46 Sargood St",2,"u",447000,"S","Burnham",2016-10-15,13.8,3018,2,1,1,137,77,1990,"Hobsons Bay",-37.8655,144.8299,"Western Metropolitan",5301
"168","Altona","1/57 Blyth St",3,"u",730000,"SP","Barlow",2016-04-16,13.8,3018,3,2,1,70,NA,NA,"Hobsons Bay",-37.868,144.8287,"Western Metropolitan",5301
"169","Altona","22 Fenfield St",3,"h",678000,"S","hockingstuart",2016-04-16,13.8,3018,3,1,2,606,87,1950,"Hobsons Bay",-37.8608,144.8124,"Western Metropolitan",5301
"170","Altona","5/8 David St",2,"u",580000,"PI","Biggin",2016-07-16,13.8,3018,2,2,1,175,76,2013,"Hobsons Bay",-37.8687,144.8268,"Western Metropolitan",5301
"171","Altona","1/28 Seves St",3,"h",712000,"S","hockingstuart",2016-09-17,13.8,3018,3,1,2,363,NA,NA,"Hobsons Bay",-37.8674,144.8375,"Western Metropolitan",5301
"172","Altona","27 McIntyre Dr",3,"h",840000,"SP","Greg",2017-03-18,13.8,3018,3,2,2,534,136,1965,"Hobsons Bay",-37.86,144.8245,"Western Metropolitan",5301
"173","Altona","4 Boyd St",3,"h",980000,"S","Barlow",2016-11-19,13.8,3018,3,1,2,724,NA,NA,"Hobsons Bay",-37.8672,144.817,"Western Metropolitan",5301
"174","Altona","12 Spear Ct",3,"t",605100,"S","hockingstuart",2016-05-22,13.8,3018,3,2,0,265,NA,NA,"Hobsons Bay",-37.8583,144.8172,"Western Metropolitan",5301
"175","Altona","185 Queen St",3,"h",880000,"PI","Barlow",2016-08-22,13.8,3018,3,3,1,577,NA,NA,"Hobsons Bay",-37.8699,144.8235,"Western Metropolitan",5301
"176","Altona","3/20 Mulga St",3,"u",577000,"S","Williams",2016-04-23,13.8,3018,3,2,1,205,113,2007,"Hobsons Bay",-37.8684,144.815,"Western Metropolitan",5301
"177","Altona","51 Millers Rd",4,"h",1030000,"S","Barlow",2017-02-25,13.8,3018,4,1,0,797,NA,NA,"Hobsons Bay",-37.8663,144.8387,"Western Metropolitan",5301
"178","Altona","2/119 Railway St N",3,"u",605000,"S","Barlow",2017-02-25,13.8,3018,3,1,2,181,NA,NA,"Hobsons Bay",-37.8659,144.822,"Western Metropolitan",5301
"179","Altona","24 McIntyre Dr",3,"h",753000,"S","Barlow",2016-06-27,13.8,3018,3,2,2,529,NA,NA,"Hobsons Bay",-37.8612,144.8247,"Western Metropolitan",5301
"180","Altona","104 Maidstone St",2,"h",857000,"SP","hockingstuart",2016-11-27,13.8,3018,2,2,1,675,100,1950,"Hobsons Bay",-37.8653,144.8129,"Western Metropolitan",5301
"181","Altona","49 Bent St",3,"h",1500000,"S","Barlow",2016-05-28,13.8,3018,3,1,1,929,NA,NA,"Hobsons Bay",-37.8651,144.832,"Western Metropolitan",5301
"182","Altona","5/57 Blyth St",3,"u",730000,"SP","Barlow",2016-05-28,13.8,3018,3,2,1,70,3,2014,"Hobsons Bay",-37.868,144.8285,"Western Metropolitan",5301
"183","Altona","15 Kookaburra St",3,"h",9e+05,"S","Sweeney",2016-05-28,13.8,3018,3,1,4,697,NA,NA,"Hobsons Bay",-37.871,144.8075,"Western Metropolitan",5301
"184","Altona","219 Civic Pde",3,"h",740000,"S","Greg",2016-08-28,13.8,3018,3,1,2,604,NA,NA,"Hobsons Bay",-37.8631,144.8195,"Western Metropolitan",5301
"185","Altona","3 Curtin Ct",4,"h",931000,"S","Sweeney",2016-08-28,13.8,3018,4,2,3,532,NA,1970,"Hobsons Bay",-37.8637,144.8365,"Western Metropolitan",5301
"186","Altona","2/60 David St",2,"h",535600,"SP","Compton",2016-07-30,13.8,3018,2,1,1,154,91,1996,"Hobsons Bay",-37.8646,144.8272,"Western Metropolitan",5301
"187","Altona North","45 Hearn St",5,"h",1085000,"S","FN",2016-09-03,11.1,3025,5,3,6,592,251,1965,"Hobsons Bay",-37.8388,144.8567,"Western Metropolitan",5132
"188","Altona North","4 Knapp St",3,"h",781000,"S","Jas",2016-09-03,11.1,3025,3,1,2,533,117,1970,"Hobsons Bay",-37.8291,144.835,"Western Metropolitan",5132
"189","Altona North","21 Hatherley Gr",3,"h",750000,"SP","Jas",2017-03-04,11.1,3025,3,1,3,554,NA,NA,"Hobsons Bay",-37.8449,144.85,"Western Metropolitan",5132
"190","Altona North","3/66 Marion St",2,"t",421000,"S","hockingstuart",2017-03-04,11.1,3025,2,1,1,77,77,2009,"Hobsons Bay",-37.8351,144.8529,"Western Metropolitan",5132
"191","Altona North","153 Mills St",3,"h",1405000,"S","Sweeney",2017-03-04,11.1,3025,3,1,3,655,NA,NA,"Hobsons Bay",-37.8338,144.8562,"Western Metropolitan",5132
"192","Altona North","33 Carthy St",3,"h",683000,"S","FN",2016-06-04,11.1,3025,3,1,2,534,167,1967,"Hobsons Bay",-37.8284,144.8355,"Western Metropolitan",5132
"193","Altona North","16 Harris St",3,"h",623000,"S","Sweeney",2016-06-04,11.1,3025,3,1,3,540,NA,NA,"Hobsons Bay",-37.8267,144.8368,"Western Metropolitan",5132
"194","Altona North","1/5 Little St",3,"h",720000,"VB","Greg",2016-08-06,11.1,3025,3,2,1,0,130,2012,"Hobsons Bay",-37.8379,144.8583,"Western Metropolitan",5132
"195","Altona North","1/95 Mills St",3,"h",588000,"S","Williams",2016-05-07,11.1,3025,3,1,1,328,118,1970,"Hobsons Bay",-37.838,144.8555,"Western Metropolitan",5132
"196","Altona North","5 Binns St",3,"h",710000,"PI","Village",2016-11-07,11.1,3025,3,1,3,540,116,1960,"Hobsons Bay",-37.8294,144.8378,"Western Metropolitan",5132
"197","Altona North","25 Allan St",4,"h",875000,"SP","Jas",2016-10-08,11.1,3025,3,1,4,559,169,1965,"Hobsons Bay",-37.8448,144.8529,"Western Metropolitan",5132
"198","Altona North","21 Hatherley Gr",3,"h",7e+05,"VB","Jas",2016-12-10,11.1,3025,3,1,3,554,NA,NA,"Hobsons Bay",-37.8449,144.85,"Western Metropolitan",5132
"199","Altona North","1/256 Mason St",2,"t",640000,"S","Williams",2017-03-11,11.1,3025,2,1,1,252,NA,1965,"Hobsons Bay",-37.8397,144.8602,"Western Metropolitan",5132
"200","Altona North","21 Allan St",4,"h",650000,"SP","Williams",2016-06-12,11.1,3025,4,1,4,558,NA,NA,"Hobsons Bay",-37.8451,144.8529,"Western Metropolitan",5132
"201","Altona North","2/36 May St",3,"h",675000,"S","hockingstuart",2016-05-14,11.1,3025,3,2,2,171,109,2012,"Hobsons Bay",-37.8337,144.8554,"Western Metropolitan",5132
"202","Altona North","11 Beevers St",3,"h",708000,"S","Greg",2016-10-15,11.1,3025,3,1,2,585,97,1960,"Hobsons Bay",-37.8258,144.8523,"Western Metropolitan",5132
"203","Altona North","10 Murphy St",4,"h",965000,"SP","Gunn&Co",2016-10-15,11.1,3025,4,1,4,851,NA,NA,"Hobsons Bay",-37.8345,144.8444,"Western Metropolitan",5132
"204","Altona North","16 Beevers St",3,"h",680000,"S","Sweeney",2016-11-19,11.1,3025,3,1,3,551,NA,NA,"Hobsons Bay",-37.8254,144.8514,"Western Metropolitan",5132
"205","Altona North","21 Neal Ct",3,"h",770000,"SP","hockingstuart",2016-11-19,11.1,3025,3,1,3,602,603,NA,"Hobsons Bay",-37.8327,144.8451,"Western Metropolitan",5132
"206","Altona North","31 Duosa Rd",3,"h",923000,"S","Greg",2016-05-22,11.1,3025,3,1,2,740,NA,NA,"Hobsons Bay",-37.8269,144.8455,"Western Metropolitan",5132
"207","Altona North","252 Millers Rd",4,"h",693000,"SP","Raine&Horne",2016-05-22,11.1,3025,4,2,4,315,170,2008,"Hobsons Bay",-37.8391,144.8467,"Western Metropolitan",5132
"208","Altona North","1/156 Chambers Rd",3,"h",620000,"SP","Hunter",2016-08-22,11.1,3025,5,2,2,276,100,2010,"Hobsons Bay",-37.8262,144.8443,"Western Metropolitan",5132
"209","Altona North","2 Gadsden St",3,"h",728500,"S","Jas",2016-08-22,11.1,3025,3,1,1,531,157,1960,"Hobsons Bay",-37.8277,144.8385,"Western Metropolitan",5132
"210","Altona North","24 Hansen St",3,"h",931000,"S","hockingstuart",2016-08-22,11.1,3025,3,2,1,590,160,1950,"Hobsons Bay",-37.8382,144.8649,"Western Metropolitan",5132
"211","Altona North","4 Prismall St",3,"h",988000,"S","Sweeney",2016-08-22,11.1,3025,3,1,4,715,NA,2008,"Hobsons Bay",-37.8423,144.8632,"Western Metropolitan",5132
"212","Altona North","122 McIntosh Rd",3,"h",590000,"S","Village",2016-04-23,11.1,3025,3,1,2,561,NA,NA,"Hobsons Bay",-37.8444,144.8491,"Western Metropolitan",5132
"213","Altona North","35 May St",2,"h",610000,"S","RT",2016-09-24,11.1,3025,2,1,2,691,NA,NA,"Hobsons Bay",-37.834,144.8553,"Western Metropolitan",5132
"214","Altona North","6 Hill St",3,"h",815000,"S","hockingstuart",2017-02-25,11.1,3025,3,2,3,555,130,1960,"Hobsons Bay",-37.8318,144.8388,"Western Metropolitan",5132
"215","Altona North","84 May St",4,"h",970000,"S","Greg",2017-02-25,11.1,3025,4,1,2,708,NA,NA,"Hobsons Bay",-37.833,144.8494,"Western Metropolitan",5132
"216","Altona North","155 Chambers Rd",4,"h",760000,"S","Hunter",2016-06-27,11.1,3025,4,1,3,668,NA,NA,"Hobsons Bay",-37.8262,144.8439,"Western Metropolitan",5132
"217","Altona North","268d Mason St",4,"t",847500,"S","RT",2016-06-27,11.1,3025,4,3,1,252,NA,NA,"Hobsons Bay",-37.8393,144.8568,"Western Metropolitan",5132
"218","Altona North","5 Cresser St",4,"h",1200000,"SP","RT",2016-11-27,11.1,3025,4,1,4,633,158,1960,"Hobsons Bay",-37.8375,144.8541,"Western Metropolitan",5132
"219","Altona North","107 McIntosh Rd",3,"h",7e+05,"SP","Hunter",2016-11-27,11.1,3025,3,1,1,557,NA,NA,"Hobsons Bay",-37.8441,144.8505,"Western Metropolitan",5132
"220","Altona North","10 Knapp St",3,"h",625000,"PI","Hunter",2016-05-28,11.1,3025,3,1,1,536,NA,NA,"Hobsons Bay",-37.8285,144.8351,"Western Metropolitan",5132
"221","Altona North","4/221 Blackshaws Rd",2,"u",292000,"S","Jas",2016-08-28,11.1,3025,2,1,1,153,70,1970,"Hobsons Bay",-37.8332,144.8649,"Western Metropolitan",5132
"222","Armadale","8/19 Mercer Rd",2,"u",599000,"S","Jellis",2016-09-03,6.3,3143,2,1,1,0,76,1964,"Stonnington",-37.8543,145.0262,"Southern Metropolitan",4836
"223","Armadale","1/42 Adelaide St",2,"u",550000,"VB","Noel",2016-12-03,6.3,3143,2,1,0,861,NA,NA,"Stonnington",-37.8539,145.0284,"Southern Metropolitan",4836
"224","Armadale","14/71 Denbigh Rd",3,"u",995000,"S","Marshall",2016-12-03,6.3,3143,3,2,2,0,100,1998,"Stonnington",-37.8552,145.016,"Southern Metropolitan",4836
"225","Armadale","4/769 High St",3,"t",1205000,"S","Jellis",2016-12-03,6.3,3143,3,2,2,101,105,2000,"Stonnington",-37.854,145.0135,"Southern Metropolitan",4836
"226","Armadale","7 Llaneast St",3,"h",1939000,"S","Jellis",2016-12-03,6.3,3143,3,2,2,296,150,1889,"Stonnington",-37.8614,145.0274,"Southern Metropolitan",4836
"227","Armadale","9/55 Northcote Rd",1,"u",421500,"S","Biggin",2016-12-03,6.3,3143,1,1,0,0,NA,NA,"Stonnington",-37.853,145.0167,"Southern Metropolitan",4836
"228","Armadale","28 Cambridge St",3,"h",1870000,"S","Hodges",2017-03-04,6.3,3143,3,1,1,217,116,1888,"Stonnington",-37.8592,145.0182,"Southern Metropolitan",4836
"229","Armadale","3/16 Fulton St",2,"u",678000,"S","hockingstuart",2017-03-04,6.3,3143,2,1,2,0,NA,NA,"Stonnington",-37.8538,145.0127,"Southern Metropolitan",4836
"230","Armadale","3/20 Mercer Rd",3,"t",1918000,"SP","Jellis",2017-03-04,6.3,3143,3,2,2,0,165,1995,"Stonnington",-37.8537,145.0267,"Southern Metropolitan",4836
"231","Armadale","1/77 Wattletree Rd",2,"u",660000,"SP","hockingstuart",2017-03-04,6.3,3143,2,1,1,0,NA,NA,"Stonnington",-37.8619,145.0257,"Southern Metropolitan",4836
"232","Armadale","12 Willis St",3,"h",2050000,"S","Marshall",2017-03-04,6.3,3143,3,2,1,205,116,1910,"Stonnington",-37.8574,145.0281,"Southern Metropolitan",4836
"233","Armadale","8/71 Denbigh Rd",2,"u",7e+05,"VB","Jellis",2016-06-04,6.3,3143,2,1,2,0,NA,NA,"Stonnington",-37.8552,145.016,"Southern Metropolitan",4836
"234","Armadale","11/17 Myamyn St",2,"u",3625000,"S","Jellis",2016-06-04,6.3,3143,3,2,2,0,NA,2006,"Stonnington",-37.8555,145.0291,"Southern Metropolitan",4836
"235","Armadale","526 Orrong Rd",4,"h",3e+06,"VB","Jellis",2016-06-04,6.3,3143,4,2,2,1581,NA,1934,"Stonnington",-37.858,145.0111,"Southern Metropolitan",4836
"236","Armadale","553 Dandenong Rd",5,"h",1525000,"PI","Jellis",2016-05-07,6.3,3143,8,2,2,693,NA,NA,"Stonnington",-37.8638,145.0229,"Southern Metropolitan",4836
"237","Armadale","9/19 Mercer Rd",3,"u",735000,"PI","Marshall",2016-05-07,6.3,3143,3,2,1,2113,14,1970,"Stonnington",-37.8543,145.0262,"Southern Metropolitan",4836
"238","Armadale","6/26 Mercer Rd",2,"u",825000,"S","Jellis",2016-05-07,6.3,3143,2,1,1,0,NA,NA,"Stonnington",-37.8528,145.0268,"Southern Metropolitan",4836
"239","Armadale","538a Orrong Rd",3,"t",1586000,"S","RT",2016-05-07,6.3,3143,2,2,2,246,NA,NA,"Stonnington",-37.8566,145.0116,"Southern Metropolitan",4836
"240","Armadale","18/41 Kooyong Rd",2,"u",645000,"S","Marshall",2016-10-08,6.3,3143,3,1,1,0,NA,1960,"Stonnington",-37.8596,145.0198,"Southern Metropolitan",4836
"241","Armadale","10 William St",1,"h",1435000,"SP","Jellis",2016-10-08,6.3,3143,2,2,1,144,107,1900,"Stonnington",-37.8564,145.0228,"Southern Metropolitan",4836
"242","Armadale","15/405 Dandenong Rd",1,"u",280000,"PI","hockingstuart",2016-09-10,6.3,3143,1,1,1,0,38,1975,"Stonnington",-37.8619,145.0185,"Southern Metropolitan",4836
"243","Armadale","1/2 Armadale St",1,"u",4e+05,"PI","hockingstuart",2016-12-10,6.3,3143,1,1,1,0,NA,NA,"Stonnington",-37.8605,145.0185,"Southern Metropolitan",4836
"244","Armadale","4/20 Mercer Rd",2,"h",1780000,"S","Marshall",2016-12-10,6.3,3143,2,2,2,0,NA,NA,"Stonnington",-37.8537,145.0267,"Southern Metropolitan",4836
"245","Armadale","8/58 Sutherland Rd",2,"u",592500,"S","hockingstuart",2016-12-10,6.3,3143,2,1,1,0,73,1970,"Stonnington",-37.8574,145.0174,"Southern Metropolitan",4836
"246","Armadale","40 New St",2,"h",1210000,"S","Marshall",2016-11-12,6.3,3143,2,1,0,249,96,1910,"Stonnington",-37.8543,145.016,"Southern Metropolitan",4836
"247","Armadale","35 Northcote Rd",4,"h",2801000,"S","Marshall",2016-11-12,6.3,3143,4,2,2,624,222,1900,"Stonnington",-37.8536,145.0173,"Southern Metropolitan",4836
"248","Armadale","7/53 Wattletree Rd",1,"u",390000,"S","Jellis",2016-05-14,6.3,3143,1,1,0,881,NA,NA,"Stonnington",-37.8614,145.0222,"Southern Metropolitan",4836
"249","Armadale","791 High St",3,"h",1800000,"PI","RT",2016-10-15,6.3,3143,3,2,2,405,121,1910,"Stonnington",-37.8545,145.0145,"Southern Metropolitan",4836
"250","Armadale","25 Llaneast St",4,"h",2200000,"PI","Jellis",2016-10-15,6.3,3143,4,1,2,495,163,1900,"Stonnington",-37.8613,145.0264,"Southern Metropolitan",4836
"251","Armadale","8/569 Orrong Rd",1,"u",324000,"S","Jellis",2016-04-16,6.3,3143,1,1,1,0,NA,NA,"Stonnington",-37.8537,145.0114,"Southern Metropolitan",4836
"252","Armadale","367 Dandenong Rd",6,"h",5525000,"S","Marshall",2016-09-17,6.3,3143,5,3,4,1491,516,1935,"Stonnington",-37.8602,145.013,"Southern Metropolitan",4836
"253","Armadale","34a Rose St",2,"h",1125000,"S","RT",2016-09-17,6.3,3143,3,1,2,169,NA,NA,"Stonnington",-37.851,145.0161,"Southern Metropolitan",4836
"254","Armadale","42 Rose St",3,"h",2250000,"S","Marshall",2016-09-17,6.3,3143,3,3,1,301,NA,NA,"Stonnington",-37.8511,145.0167,"Southern Metropolitan",4836
"255","Armadale","12 Auburn Gr",3,"h",2360000,"S","hockingstuart",2017-03-18,6.3,3143,3,2,0,336,NA,NA,"Stonnington",-37.8558,145.015,"Southern Metropolitan",4836
"256","Armadale","31 Hume St",2,"h",1900000,"VB","Jellis",2017-03-18,6.3,3143,2,2,0,207,NA,NA,"Stonnington",-37.8571,145.0224,"Southern Metropolitan",4836
"257","Armadale","10/581 Orrong Rd",1,"u",440000,"SP","Jellis",2017-03-18,6.3,3143,1,1,1,0,53,1970,"Stonnington",-37.8531,145.0115,"Southern Metropolitan",4836
"258","Armadale","7/579 Dandenong Rd",2,"u",490000,"PI","Ray",2016-06-18,6.3,3143,2,1,1,0,NA,1966,"Stonnington",-37.8646,145.0247,"Southern Metropolitan",4836
"259","Armadale","19 Glassford St",3,"h",2365000,"S","Marshall",2016-06-18,6.3,3143,3,2,1,316,NA,NA,"Stonnington",-37.8521,145.019,"Southern Metropolitan",4836
"260","Armadale","14 New St",3,"h",1300000,"VB","Jellis",2016-06-18,6.3,3143,2,1,2,212,106,1900,"Stonnington",-37.8542,145.0149,"Southern Metropolitan",4836
"261","Armadale","7/501 Orrong Rd",3,"u",732000,"S","Gary",2016-06-18,6.3,3143,3,2,2,0,NA,NA,"Stonnington",-37.8597,145.0104,"Southern Metropolitan",4836
"262","Armadale","6/51 Armadale St",2,"u",704000,"SP","Greg",2016-11-19,6.3,3143,2,1,1,0,74,1969,"Stonnington",-37.8573,145.0186,"Southern Metropolitan",4836
"263","Armadale","12/41 Kooyong Rd",2,"u",620000,"VB","Marshall",2016-11-19,6.3,3143,3,1,1,0,98,1970,"Stonnington",-37.8596,145.0198,"Southern Metropolitan",4836
"264","Armadale","63 Denbigh Rd",3,"h",1900000,"S","Marshall",2016-05-22,6.3,3143,3,1,2,328,108,1900,"Stonnington",-37.8559,145.0158,"Southern Metropolitan",4836
"265","Armadale","13/56 Sutherland Rd",1,"u",315000,"SP","Fletchers",2016-08-22,6.3,3143,1,1,1,0,NA,NA,"Stonnington",-37.8575,145.0174,"Southern Metropolitan",4836
"266","Armadale","7/22 Derby St",1,"u",450000,"PI","hockingstuart",2016-09-24,6.3,3143,1,1,1,0,NA,NA,"Stonnington",-37.8509,145.0203,"Southern Metropolitan",4836
"267","Armadale","10/51 Armadale St",2,"u",710000,"S","Jellis",2017-02-25,6.3,3143,2,1,1,2471,80,1970,"Stonnington",-37.8573,145.0186,"Southern Metropolitan",4836
"268","Armadale","2/377 Dandenong Rd",2,"u",872000,"S","Jellis",2017-02-25,6.3,3143,2,1,1,1194,NA,1953,"Stonnington",-37.8604,145.0147,"Southern Metropolitan",4836
"269","Armadale","1/14 Denbigh Rd",2,"u",598000,"S","hockingstuart",2017-02-25,6.3,3143,2,1,1,0,88,1970,"Stonnington",-37.8593,145.0156,"Southern Metropolitan",4836
"270","Armadale","75 Sutherland Rd",3,"h",1285000,"S","Marshall",2017-02-25,6.3,3143,3,1,2,186,80,1920,"Stonnington",-37.8554,145.0173,"Southern Metropolitan",4836
"271","Armadale","61 Union St",4,"h",3660000,"S","Jellis",2017-02-25,6.3,3143,4,3,2,421,NA,NA,"Stonnington",-37.8593,145.0275,"Southern Metropolitan",4836
"272","Armadale","1/403 Dandenong Rd",2,"u",520000,"S","hockingstuart",2016-06-27,6.3,3143,1,1,1,0,76,1970,"Stonnington",-37.8618,145.0183,"Southern Metropolitan",4836
"273","Armadale","44 Denbigh Rd",4,"h",3625000,"S","Jellis",2016-11-27,6.3,3143,4,1,2,709,251,1900,"Stonnington",-37.8574,145.016,"Southern Metropolitan",4836
"274","Armadale","44 Hampden Rd",4,"h",4200000,"VB","Kay",2016-11-27,6.3,3143,4,3,3,563,333,2000,"Stonnington",-37.8582,145.0138,"Southern Metropolitan",4836
"275","Armadale","3/769 High St",3,"t",1101000,"S","Jellis",2016-11-27,6.3,3143,3,1,2,103,3,2000,"Stonnington",-37.8542,145.0135,"Southern Metropolitan",4836
"276","Armadale","4 Mercer Rd",3,"h",3512500,"S","Marshall",2016-11-27,6.3,3143,3,2,2,617,285,1998,"Stonnington",-37.8557,145.0264,"Southern Metropolitan",4836
"277","Armadale","17 Kooyong Rd",4,"h",2e+06,"PI","Marshall",2016-05-28,6.3,3143,4,3,4,544,NA,NA,"Stonnington",-37.8611,145.0195,"Southern Metropolitan",4836
"278","Armadale","1/31 Mercer Rd",3,"u",869000,"S","Jellis",2016-05-28,6.3,3143,2,1,1,0,91,1940,"Stonnington",-37.853,145.0264,"Southern Metropolitan",4836
"279","Armadale","16 Llaneast St",5,"h",2810000,"S","Marshall",2016-08-28,6.3,3143,5,2,2,617,NA,NA,"Stonnington",-37.8611,145.0271,"Southern Metropolitan",4836
"280","Armadale","2/532 Orrong Rd",2,"u",565000,"S","Ray",2016-08-28,6.3,3143,3,1,1,0,NA,NA,"Stonnington",-37.8573,145.0112,"Southern Metropolitan",4836
"281","Armadale","5/555 Orrong Rd",1,"u",567000,"S","hockingstuart",2016-08-28,6.3,3143,1,1,1,0,53,2013,"Stonnington",-37.8549,145.0113,"Southern Metropolitan",4836
"282","Armadale","3/50 Denbigh Rd",2,"u",546000,"SP","hockingstuart",2016-07-30,6.3,3143,2,0,0,0,NA,NA,"Stonnington",-37.8568,145.0161,"Southern Metropolitan",4836
