"","opid","operator","atype","remarks","phase_of_flt","ac_mass","num_engs","date","time_of_day","state","height","speed","effect","sky","species","birds_seen","birds_struck"
"117","SWA","SOUTHWEST AIRLINES","B-737-500","#1 ENG COWLNG, RADOME, UPPER LEFT PITOT TUBE DAMAGED.  EXTENT NOT  REPTD.","Approach",4,2,1992-01-12,"Day","CA",150,130,NA,"No Cloud","CANADA GOOSE","2-Oct","2-Oct"
"118","COA","CONTINENTAL AIRLINES","DC-9-30","TYPICAL OVER REACTION BY ALL CONCERNED:1. NEXT PLANE GOT TOWER ORDER TO GO AROUND 2. FIRE TRUCKS EMEG. VEH SCRAMBLED 3. MAINT, OPS & PORT AUTHORITY ACTED AS THOUGH THERE WAS A  ""MAJOR"" CATASTROPHE. 4. I ACKNOWLEDGE THIS RESPONSE IS BETTER THAN AN UNDER REACTION.","Landing Roll",4,2,1991-10-13,"Day","NY",0,100,"None","No Cloud","GULLS","11-100","1"
"119","AAL","AMERICAN AIRLINES","B-727-200","NO. 2 ENGINE CHANGE","Landing Roll",4,3,1990-11-18,"Day","TX",0,140,"None","No Cloud","UNKNOWN BIRD",NA,"1"
"120","AWE","AMERICA WEST AIRLINES","B-757-200","4-5 GULLS INGESTED IN RT ENG, 1 IN L ENG. NO MENTION OF BIRDS ON  ARRIVAL ATIS OR BY TWR.  FLOCK TOOK OFF FROM GRASS ADJACENT TO  RWY AS WE DESCENDED THROUGH 100'. FLOCK WAS ONLY THEN VISIBLE AS  IT TOOK OFF. LOGAN NEEDS BETTER WARNING SYSTEM FOR POSSIBLE BIRD  ACTIVITY NEAR RWYS & MORE IMPORTANTLY A ""CHASE-OFF"" SYSTEM. NO  ENG DAMAGE. EVENT #214. DEBRIS DOWN BY-PASS IN #1 ENG. 3 BIRDS  HIT FAN, 1-2 DOWN CORE IN ENG #2.","Approach",4,2,1990-06-18,"Dawn","MA",100,130,"None","No Cloud","HERRING GULL","11-100","2-Oct"
"121","DAL","DELTA AIR LINES","B-727-200","NO DAMAGE","Landing Roll",4,3,1990-07-11,"Day","NY",0,120,"None","Overcast","SPARROWS",NA,"1"
"122","FSX","FLAGSHIP EXPRESS","SAAB-340","HAZE. NO DAMAGE/INJURY","Approach",3,2,1991-07-01,"Day","NC",1500,150,NA,"Some Cloud","BLACKBIRDS",NA,"1"
"123","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE. FLT 5761. 2 BIRDS HIT.","Approach",4,2,1991-07-25,"Day","TX",500,145,NA,"No Cloud","SPARROWS",NA,"2-Oct"
"124","BUS","BUSINESS","PA-31 NAVAJO","RT WING OTBD OF ENGINE, DE-ICE BOOT, AND STALL VANE DAMAGED.",NA,2,2,1990-10-12,"Day","IN",800,140,"None","Some Cloud","TURKEY VULTURE","11-100","1"
"125","EGF","AMERICAN EAGLE AIRLINES","SHORTS 360","HIT RT WING, NO DAMAGE.","Approach",3,2,1990-10-18,"Day","MI",10,100,NA,"Overcast","GULLS",NA,"1"
"126","PVT","PRIVATELY OWNED","C-172",NA,"Take-off run",1,1,1991-01-30,"Night","NV",0,80,"None","No Cloud","BARN OWL",NA,"1"
"127","UAL","UNITED AIRLINES","B-737","TIME = 0225Z. UA 572","Approach",4,2,1991-10-17,"Night",NA,600,140,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"128","USA","US AIRWAYS","B-737-200",NA,"Climb",4,2,1990-10-13,"Day","FL",7500,250,"None","Overcast","UNKNOWN BIRD - MEDIUM",NA,"1"
"129","AWE","AMERICA WEST AIRLINES","B-737-300","DAMAGE ON RT HAND SIDE UNDER NOSE.  FLT 244.","Descent",4,2,1991-10-29,"Night",NA,8500,260,NA,"No Cloud","DUCKS",NA,"2-Oct"
"130","PVT","PRIVATELY OWNED","C-150",NA,"Approach",1,1,1993-08-15,"Day","IA",30,65,"None","Overcast","BLACKBIRDS","2-Oct","1"
"131","GPE","GP EXPRESS AIRLINES","BE-99","ATIS WARNING","En Route",2,2,1990-11-06,"Night","NE",7000,180,"Precautionary Landing","Overcast","UNKNOWN BIRD - LARGE","2-Oct","2-Oct"
"132","ABL","AIR BC","DHC8 DASH 8","CAPT REPTD NO DAMAGE TO A/C.  STRIKE WAS 5 N OF SEATAC","Approach",3,2,1993-08-08,"Dawn","WA",3000,200,"None","Overcast","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"133","NWA","NORTHWEST AIRLINES","DC-10-40","LARGE FLOCK MIGRATING.  BIRD INGESTED IN #3 ENG BUT NO APPARENT  DAMAGE.  (EDITOR NOTE:  NOT SURE HOW MANY BIRDS HIT AS OLD  VERSION OF 5200-7 DOESN'T DIFFERENTIATE BETWEEN # SEEN AND #  HIT.)","Landing Roll",4,3,1992-09-13,"Day","CA",0,120,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"Over 100"
"134","AAL","AMERICAN AIRLINES","B-727","A/C REG = 846","Climb",4,3,1992-01-03,"Day","FL",500,160,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"135","AAL","AMERICAN AIRLINES","MD-80","BIRD STRIKE ON CAPTAIN'S WINSHIELD BURING ROTATION.  NO DAMAGE.","Take-off run",4,2,1990-08-03,"Day","AL",0,135,NA,"Some Cloud","SPARROWS",NA,"1"
"136","AAL","AMERICAN AIRLINES","MD-80","POSSIBLE BIRD STRIKE","Approach",4,2,1990-08-03,"Day","TX",5000,210,NA,"Some Cloud","UNKNOWN BIRD",NA,"1"
"137","DAL","DELTA AIR LINES","MD-88","NO DAMAGE TO FLT 1138","Climb",4,2,1992-10-09,"Day","KY",100,100,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"138","AAL","AMERICAN AIRLINES","FK-100","RAIN AND FOG.","Approach",4,2,1994-01-01,"Day","TN",100,135,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"139","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE/INJURY.","Climb",4,2,1991-06-16,"Day","TX",6000,250,NA,"Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"140","CTL","CENTRAL AIR SOUTHWEST","RKWL SHRIKE","EXTENT OF DAMAGE NOT REPTD.","Approach",2,2,1993-08-31,"Day","NE",400,120,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","11-100","1"
"141","UAL","UNITED AIRLINES","B-737-500","HIT SMALL FLOCK, ASSUME 2-10. OCCURRED  IN PM. NO DMG. AIRLINE REPTS PHASE AS T/O ROLL. FOUL SMELL IN CABIN. (ASSUME INGESTION)","Climb",4,2,1991-02-01,NA,"CA",50,170,NA,"Some Cloud","EUROPEAN STARLING","2-Oct","2-Oct"
"142","COA","CONTINENTAL AIRLINES","MD-80","FLT 326. # BIRDS STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.","Approach",4,2,1990-10-24,"Night","NJ",4000,160,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"143","HAL","HAWAIIAN AIR","DC-9-50","TIME = 1740 HST.","Climb",4,2,1993-07-02,"Day","HI",50,150,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"144","AAL","AMERICAN AIRLINES","B-727-100","NO DAMAGE","Approach",4,3,1990-04-28,"Night",NA,5000,200,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"145","SWA","SOUTHWEST AIRLINES","B-737-200","SEVERAL STRIKES TO A/C, ENGINE #2 INGESTED SEVERAL WITH ENSUING COMPRESSOR STALLS.  HIT A FLOCK, ASSUME 2-10.","Take-off run",4,2,1990-08-23,"Day","IN",0,95,"Other","No Cloud","MOURNING DOVE","2-Oct","2-Oct"
"146","BUS","BUSINESS","BE-1900","NO DAMAGE.","Landing Roll",3,2,1990-08-31,"Night","IL",0,80,NA,"No Cloud","HAWKS",NA,"1"
"147","AAL","AMERICAN AIRLINES","B-727-200","NO DAMAGE.","Landing Roll",4,3,1990-08-31,"Day","FL",0,120,NA,"No Cloud","SWALLOWS",NA,"1"
"148","PXX","PAN AM EXPRESS","DHC7 DASH 7","NO DAMAGE","Approach",3,4,1990-10-21,"Night","DC",50,80,NA,"No Cloud","GULLS",NA,"1"
"149","PVT","PRIVATELY OWNED","C-152","NO DAMAGE, LANDING LT ON.","Approach",1,1,1993-08-13,"Day","CA",500,70,"None","Some Cloud","UNKNOWN BIRD - MEDIUM","11-100","1"
"150","PVT","PRIVATELY OWNED","MOONEY UNKN","WINDSCREEN BROKEN-INTERIOR MESSY. LEFT BICEP CUT BY BROKEN  PLASTIC.","En Route",1,1,1990-07-03,"Day","UT",9000,140,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"151","COM","COMAIR AIRLINES","EMB-120","FLT 4523.","Approach",3,2,1990-10-11,"Night","AL",2600,150,"None","Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"152","USA","US AIRWAYS","B-737","NO DAMAGE. HIT A FLOCK, # NOT REPTD, ASSUME 2-10","Take-off run",4,2,1990-11-16,"Day","WV",0,130,NA,"No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"153","USA","US AIRWAYS","FK-28-4000",NA,"Climb",4,2,1990-10-19,"Night","NC",500,146,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"154","AAL","AMERICAN AIRLINES","B-727","NO DAMAGE/INJURY. FLT 1309.","Climb",4,3,1991-03-09,"Day","TN",75,170,"None","Some Cloud","BLACKBIRDS","2-Oct","1"
"155","UNK","UNKNOWN","PA-34 SENECA","LE RT WING, OTBD OF ENG #2 HAD DENT/DEPRESSION.","Approach",1,2,1990-09-16,"Night","GA",800,110,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"156","USA","US AIRWAYS","DC-9","NO DAMAGE TO A/C.  HIT CO/P'S WINDSCREEN.FLT1247","Climb",4,2,1992-07-27,"Day","NY",50,160,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"157","AAL","AMERICAN AIRLINES","B-737-300","AFTER MAIN GEAR T/D, STRUCK 4 OR 5 BIRDS BENEATH & BEHIND  COCKPIT.  NOSE WHEEL T/D & ROLLOUT WERE UNEVENTFUL. AFTER  SHUTDOWN, MAINT FOUND 3 OR 4 STRIKES BUT NO DAMAGE NOTED.","Landing Roll",4,2,1990-12-07,"Day","NV",0,130,"None","Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"158","BUS","BUSINESS","BE-200 KING","EXTENT OF DAMAGE NOT REPTD. SAW 11-100, HIT A FLOCK, ASSUME 2-10.  RT WING TIP & MID LE OF WING WERE DAMAGED.","En Route",2,2,1990-10-25,"Day",NA,1100,175,NA,"Some Cloud","GEESE","11-100","2-Oct"
"159","BTA","EXPRESSJET (CONTINENTAL EXPRS)","ATR-42","NO DAMAG/INJURY. TIME = 0950Z.","Climb",3,2,1991-06-10,"Day","PA",200,115,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"160","AAL","AMERICAN AIRLINES","B-757-200","NO DAMAGE. BIRD REPTD AS GOOSE, ASSUME CAGO.","Approach",4,2,1990-11-12,"Night","IL",4000,180,"None","No Cloud","CANADA GOOSE","2-Oct","2-Oct"
"161","UNK","UNKNOWN","G-159","NO DAMAGE.","Approach",3,2,1990-11-12,"Day","TN",500,120,"None",NA,"UNKNOWN BIRD - SMALL",NA,"1"
"162","AAL","AMERICAN AIRLINES","MD-82","HIT A SMALL FLOCK, ASSUME 2-10. NO DAMAGE/INJURY.","Landing Roll",4,2,1991-07-07,NA,"TX",0,130,NA,"Overcast","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"163","JAL","JAPAN AIRLINES","B-747-1/200","SMALL BLACK BIRD STRUCK RADOME.  NO DAMAGE OR TIME OUT OF  SERVICE. JUST REQUIRED CLEANING.","Climb",5,4,1990-09-21,"Day","WA",3000,180,"None","No Cloud","SWALLOWS",NA,"1"
"164","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE TO FLT 1330.","Approach",4,2,1990-08-12,"Day","PA",100,122,NA,"No Cloud","SPARROWS",NA,"1"
"165","BUS","BUSINESS","SHORTS 360",NA,"Take-off run",3,2,1990-09-15,"Day","MD",0,105,NA,"Some Cloud","GULLS","2-Oct","2-Oct"
"166","AAL","AMERICAN AIRLINES","B-727",NA,"Take-off run",4,3,1990-07-17,"Day","QC",0,120,NA,"No Cloud","GULLS","2-Oct","2-Oct"
"167","CNE","AIR TORONTO","BA-41 JETSTR","SLIGHTLY LRGR THAN A SPARROW. NO DAMAGE. (A/C REPTD AS BA 14, ASSUME BA 41 FROM ENG TYPE)","Approach",3,2,1990-07-23,"Day","PA",5,115,NA,"Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"168","NAE","NASHVILLE EAGLE","DHC7 DASH 7","NO VISIBLE DAMAGE REPORTED BY PILOT.","Approach",3,4,1991-08-19,"Day","WI",10,106,"None","Some Cloud","AMERICAN KESTREL","2-Oct","1"
"169","MEP","MIDWEST AIRLINES","DC-9-10","NO DAMAGE","Approach",4,2,1990-11-21,"Night","NJ",4480,180,NA,"No Cloud","UNKNOWN BIRD",NA,"1"
"170","UNK","UNKNOWN","PA-46 MALIBU","LARGE HOLE IN LE LEFT WING.  ENGINE STOPPED.","Descent",1,1,1990-11-20,"Day","FL",3000,140,"Engine Shut Down","Some Cloud","UNKNOWN BIRD",NA,"1"
"171","AAL","AMERICAN AIRLINES","B-727-200","ABOUT 3 BIRDS. NO DAMAGE/INJURY.","Landing Roll",4,3,1991-06-06,"Day","TX",0,130,NA,"No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"172","EGF","AMERICAN EAGLE AIRLINES","SAAB-340","NAE 7961.","Approach",3,2,1993-07-28,"Dusk","TN",15,115,"None","Overcast","UNKNOWN BIRD - LARGE","11-100","2-Oct"
"173","UNK","UNKNOWN","LEARJET-35","NO DAMAGE.","Landing Roll",3,2,1990-06-06,NA,"NY",0,70,NA,"Overcast","GULLS",NA,"1"
"174","SKW","SKYWEST AIRLINES","MERLIN III","NO DAMAGE FLT 609","Approach",2,2,1990-05-29,"Day","CA",50,120,NA,"Overcast","EUROPEAN STARLING","2-Oct","2-Oct"
"175","CTL","CENTRAL AIR SOUTHWEST","RKWL SHRIKE","HIT A FLOCK, ASSUME 2-10. NO DAMAGE. VSBY 2 1/2 F.","Approach",2,2,1990-04-09,"Night","MO",50,100,NA,"Overcast","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"176","BUS","BUSINESS","C-152","NO DAMAGE/INJURY.","Approach",1,1,1991-12-03,"Day","FL",50,60,NA,"Some Cloud","GULLS",NA,"1"
"177","UNK","UNKNOWN","BE-55  BARON","NO DAMAGE.","Climb",2,2,1990-09-12,NA,"LA",100,140,NA,NA,"UNKNOWN BIRD - MEDIUM",NA,"1"
"178","AAL","AMERICAN AIRLINES","B-727-200","NO DAMAGE. BIRD WAS LIGHT IN COLOR.","Approach",4,3,1993-09-24,"Night","GA",3,140,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"179","EGF","AMERICAN EAGLE AIRLINES","ATR-42","TIME = 1205. NO DAMAGE/INJURY. # BIRDS STRUCK NOT REPTD, ASSUME  1.","Approach",3,2,1991-12-05,"Night","DC",1800,180,NA,"No Cloud","UNKNOWN BIRD",NA,"1"
"180","SWA","SOUTHWEST AIRLINES","B-737-500","NO DAMAGE/INJURY","Approach",4,2,1991-06-20,"Night","CA",150,125,NA,"No Cloud","GULLS",NA,"1"
"181","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE. TIME = 2108 LCL","Take-off run",4,2,1991-08-05,"Night","NC",0,140,"None","Some Cloud","UNKNOWN BIRD",NA,"1"
"182","TWA","TRANS WORLD AIRLINES","B-727","ATIS WARNING.","Approach",4,3,1993-10-20,"Night","NE",3000,230,"None","No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"183","DAL","DELTA AIR LINES","B-737-200",NA,"Landing Roll",4,2,1994-01-19,"Dawn","AL",0,120,"None","Overcast","UNKNOWN BIRD - LARGE",NA,"1"
"184","MRK","MARKAIR","B-737-200","L LE WAS DENTED ABOVE KRUGER FLAP HINGE LINE. RESTORED LE TO  ORIGINAL CONTOUR, & INSTALLED DOUBLER PER SRM57-30-4.  DAMAGE WAS  LOCATED AT L/E STATION 139.06 THRU 149.0. REPTD AS EAGLE, ASSUME  BALD.","Approach",4,2,1991-03-18,"Day","AK",400,130,"None","Some Cloud","BALD EAGLE",NA,"1"
"185","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE.","Climb",4,2,1990-08-19,"Day","OK",9200,250,NA,"Some Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"186","PAA","PAN AM","B-727-200","NO DAMAGE FLT 714","Approach",4,3,1990-08-09,"Day","PA",50,130,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"1"
"187","PVT","PRIVATELY OWNED","C-152",NA,"Climb",1,1,1993-07-16,"Day","KY",10,75,"Precautionary Landing","Overcast","HAWKS",NA,"1"
"188","PAA","PAN AM","B-727-200","CRUSHED RADOME, MINOR DAMAGE. A/C RETD TO MIA FOR REPAIRS.","Climb",4,3,1990-11-25,"Day","FL",1300,200,"Precautionary Landing","Some Cloud","GULLS","2-Oct","1"
"189","SWA","SOUTHWEST AIRLINES","B-737-200","HIT A FLOCK, ASSUME 2-10. SPARROWS?","Approach",4,2,1990-06-08,"Day","CA",10,135,NA,"No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"190","AAL","AMERICAN AIRLINES","MD-82","HIT 2 BLACK BIRDS. NO DAMAGE/INJURY. TIME = 2319Z","Take-off run",4,2,1991-06-30,"Day","FL",0,120,NA,"Some Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"191","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE REPTD.  TAXIED IN FOR INSPN CONTD FLT.","Take-off run",4,2,1991-08-26,"Day","NC",0,90,"Aborted Take-off","Overcast","UNKNOWN BIRD - MEDIUM","2-Oct","2-Oct"
"192","BUS","BUSINESS","EMB-120","SMALL DENT OF LEFT INBOARD FLAP. HIT 3 BIRDS. FLT 150.","Approach",3,2,1990-05-04,"Day","CA",50,110,NA,"No Cloud","BLACKBIRDS",NA,"2-Oct"
"193","USA","US AIRWAYS","B-737-300",NA,"Approach",4,2,1993-08-16,"Day","FL",10,135,"None","Overcast","SPARROWS",NA,"1"
"194","MTN","MOUNTAIN AIR CARGO","C-208","NO DAMAGE.","En Route",2,1,1990-10-17,"Night","PA",5000,160,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"195","AAL","AMERICAN AIRLINES","B-727","FLT 140. NO DAMAGE.","Approach",4,3,1990-09-25,"Dusk","TN",200,125,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"196","BUS","BUSINESS","BE-58  BARON","NO DAMAGE NOTED.","Climb",2,2,1992-06-30,"Day","WI",100,120,"Precautionary Landing","No Cloud","RED-TAILED HAWK",NA,"1"
"197","SWA","SOUTHWEST AIRLINES","B-737","NO DAMAGE. HIT A FLOCK, ASSUME 2-10","Landing Roll",4,2,1990-09-21,"Day","CA",0,100,NA,NA,"SPARROWS","2-Oct","2-Oct"
"198","AAL","AMERICAN AIRLINES","B-727-200","FLT1861 HAD NO DAMAGE. BIRD FOUND ON RWY. 1 REPORTS SHOWS EGRET,  ONE SHOWS GULL. TIME = 1147Z.","Take-off run",4,3,1992-08-13,"Day","WI",0,100,"Aborted Take-off","Some Cloud","GULLS","2-Oct","1"
"199","LOF","TRANS STATES AIRLINES","SA227 AC METRO III","IMMED. AFTER T/O, CREW REPTD FLYING THRU LRG FLOCK OF SMALL  BIRDS.  CREW HEARD NOISE & REPTD ODOR & MADE PREC. LDG.   ENG.WAS NOT SHUT DOWN. NO STRUCTURAL DAMAGE.  AN ENG TUBINE  BLADE WAS DAMAGED BUT WITHIN TOLERANCE. NO INJURIES.  CREW REPORT  IS ATTACHED. (DATA ENTRY NOTE: THERE IS NO CREW REPT)","Climb",2,2,1990-03-22,"Day","MO",200,160,"Precautionary Landing","No Cloud","EUROPEAN STARLING","11-100","2-Oct"
"200","SWA","SOUTHWEST AIRLINES","B-737-500","POSSIBLY A GULL.","Approach",4,2,1990-11-08,"Night","TX",700,135,NA,"Overcast","GULLS",NA,"1"
"201","SWA","SOUTHWEST AIRLINES","B-737-200","NO DAMAGE/INJURY.","Landing Roll",4,2,1991-08-19,"Day","TX",0,120,NA,"No Cloud","UNKNOWN BIRD - SMALL","2-Oct","2-Oct"
"202","AAL","AMERICAN AIRLINES","MD-83","REMAINS ON CENTER WINDSHIELD. NO DAMAGE/INJURY.","Approach",4,2,1991-04-24,"Night","TX",1500,170,NA,"Overcast","UNKNOWN BIRD",NA,"1"
"203","AWE","AMERICA WEST AIRLINES","B-737","NO DAMAGE","Approach",4,2,1990-05-02,"Day","CA",800,120,NA,"No Cloud","GULLS",NA,"1"
"204","AAL","AMERICAN AIRLINES","MD-82","BIRD STRIKE ON CA WINDSCREEN. NO DAMAGE.","Climb",4,2,1990-08-23,"Day","CA",50,130,NA,"Some Cloud","ROCK PIGEON",NA,"1"
"205","PVT","PRIVATELY OWNED","C-180","MINOR DAMGE TO VERT STABILZR. ASSUME BALD FROM LOCATION.","En Route",1,1,1992-05-24,"Day","AK",1000,120,"None","No Cloud","BALD EAGLE",NA,"1"
"206","BUS","BUSINESS","PA-60 600","LE RT WING DAMAGED, ESTIMATED AT $2000. BIRD REPTD AS SEA EAGLE.  TIME = 1530Z","Approach",2,2,1991-08-08,"Day","PA",1100,140,NA,"Some Cloud","HAWKS, EAGLES, VULTURES",NA,"1"
"207","PVT","PRIVATELY OWNED","C-182 SKYLAN","STRUCK WING AT WING STRUT.  NO DAMAGE. # BIRDS STRUCK NOT REPTD,  SAW 11-100, ASSUME HIT 1","Approach",1,1,1990-07-27,"Day","ID",10,70,"None","No Cloud","GULLS","11-100","1"
"208","AAL","AMERICAN AIRLINES","B-767-200","NO DAMAGE.  BIRD SITTING ON RWY STRUCK BY NOSE GEAR.","Landing Roll",4,2,1990-07-27,"Day","CA",0,130,"None","Overcast","TERNS",NA,"1"
"209","MDW","MIDWAY AIRLINES","MD-87","NO DAMAGE. FEATHERS INDICATE WHITE GULL?","Take-off run",4,2,1990-07-25,"Day","IL",0,140,NA,"Some Cloud","GULLS",NA,"1"
"210","USA","US AIRWAYS","B-737",NA,"Climb",4,2,1991-05-19,"Day","MI",3000,230,"Precautionary Landing","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"211","UAL","UNITED AIRLINES","B-737-200","BIRD STRIKE IN NOSEGEAR AREA.","Take-off run",4,2,1996-05-07,NA,"TN",0,120,NA,NA,"UNKNOWN BIRD",NA,"1"
"212","UAL","UNITED AIRLINES","B-737-500","FELT SMALL THUMP. AIRCRAFT WAS ALRIGHT. FLT CONT'D TO KSFO.","Take-off run",4,2,1996-05-12,NA,"AZ",0,140,NA,NA,"UNKNOWN BIRD - SMALL",NA,"1"
"213","ALO","ALLEGHENYAIRLINES","SHORTS 360","TORN SKIN & BENT MAIN WING SUPPORT ON UPPER RIGHT FUSELAGE.  TIME  = 1120 LCL. FLT 3541. DAMAGE COST UNKN AT THIS TIME.","Approach",3,2,1991-04-19,"Day","DC",900,140,NA,"Overcast","DUCKS","2-Oct","2-Oct"
"214","BUS","BUSINESS","BE-58  BARON","STRUCK 4 GEESE ON LANDING ROLL. PITOT TUBE WAS BENT & NOSE GEAR  DOOR WAS DENTED.","Landing Roll",2,2,1992-12-19,"Day","CT",0,85,"None","Overcast","CANADA GOOSE","11-100","2-Oct"
"215","AAL","AMERICAN AIRLINES","MD-80","HIT 4-6 BIRDS & ABTD T/O. MAINT INSPN AT GATE FOUND NO  DAMAGE. SEVERAL DEAD BIRDS FOUND ON RWY.  TIME OUT OF SERVICE 1/2  HR. COST OF FUEL $200.","Take-off run",4,2,1992-08-01,"Day","IL",0,80,"Aborted Take-off","No Cloud","EUROPEAN STARLING","11-100","2-Oct"
"216","AAL","AMERICAN AIRLINES","FK-100","UNKN WHERE ON A/C BIRD STRUCK OR IF DAMAGE. FLT 512.","Approach",4,2,1993-11-05,"Night","IL",1600,170,"None","Overcast","UNKNOWN BIRD - SMALL",NA,"2-Oct"
"217","JAL","JAPAN AIRLINES","B-747-400",NA,"Approach",5,4,1993-09-27,"Day","WA",1700,170,"None","No Cloud","UNKNOWN BIRD - MEDIUM","2-Oct","1"
"218","AAL","AMERICAN AIRLINES","MD-80","BOTH A ROBIN AND A SMALL BLACK BIRD WERE REPORTED BUT ONE 1 WAS  STRUCK. FLT 883","Approach",4,2,1990-07-30,"Day","TX",300,128,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"219","AAL","AMERICAN AIRLINES","DC-10-10","ATIS WARNING. NO DAMAGE.","Approach",4,3,1990-10-07,"Day","TX",400,160,NA,"Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"220","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE/INJURY.","Approach",4,2,1990-10-01,"Day","TX",400,140,NA,"No Cloud","AMERICAN ROBIN",NA,"1"
"221","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE FOUND.","Take-off run",4,2,1990-10-09,"Day","TN",0,70,NA,"Overcast","SPARROWS",NA,"1"
"222","AAL","AMERICAN AIRLINES","MD-80",NA,"Approach",4,2,1990-10-09,"Night","NY",10,140,NA,"No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"223","COM","COMAIR AIRLINES","EMB-120","A/C WAS 5 MI W OF AIRPORT. ATIS HAD NOTAM ABOUT BIRDS.","Descent",3,2,1993-11-20,"Night","VA",3400,200,"None","No Cloud","UNKNOWN BIRD - LARGE",NA,"1"
"224","AAL","AMERICAN AIRLINES","B-727","NO KNOWN DAMAGE. TIME = 1158 LCL.","Take-off run",4,3,1991-05-22,"Day","LA",0,130,"None","No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"225","PVT","PRIVATELY OWNED","BE-200 KING","NO DAMAGE. HIT A FLOCK OF GULLS.","Take-off run",2,2,1992-11-05,"Day","MD",0,90,NA,"Some Cloud","GULLS","2-Oct","2-Oct"
"226","UAL","UNITED AIRLINES","B-737","NO DAMAGE, STRUCK WINDSHIELD ABOVE CO-PILOT'S SLAT.","Approach",4,2,1994-05-27,"Day","DC",2000,160,"None","No Cloud","UNKNOWN BIRD - MEDIUM",NA,"1"
"227","AAL","AMERICAN AIRLINES","B-727","NO DAMAGE OR INJURY","Climb",4,3,1990-07-08,"Day","IL",3000,210,"None","Some Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"228","SWA","SOUTHWEST AIRLINES","B-737-200","DAMAGE TO ONE 1ST STAGE FAN BLADE. NO LOSS OF REVENUE.# OF BIRDS NOT REPTD, ASSUME 1.","Climb",4,2,1990-06-17,"Night","OK",1000,180,NA,"No Cloud","UNKNOWN BIRD",NA,"1"
"229","AJT","AMERIJET INTL","B-727","UNK IF DAMAGE. # STRUCK NOT REPTD, ASSUME 1.","Approach",4,3,1990-06-16,"Day","MS",110,250,NA,"Some Cloud","UNKNOWN BIRD",NA,"1"
"230","AAL","AMERICAN AIRLINES","MD-80","NO DAMAGE","Landing Roll",4,2,1990-06-15,"Day","FL",0,100,NA,"No Cloud","UNKNOWN BIRD - SMALL",NA,"1"
"231","SWA","SOUTHWEST AIRLINES","B-737-300","NO DAMAGE.","Approach",4,2,1990-06-12,"Day","OK",50,135,NA,"No Cloud","MOURNING DOVE",NA,"1"
"232","ASQ","ATLANTIC SOUTHEAST","EMB-120","NO DAMAGE","Approach",3,2,1990-05-10,"Day","VA",10,100,"None","Overcast","GULLS","2-Oct","1"
