"","X","Facility.HHS.Code","Facility.HHS.Desc","Last.Month.in.QTR","Triage.Category","Number.of.Attendances","Variation.in.the.number.of.attendances....","Patients.Seen.within.clinically.recommended.times....","Median.Waiting.time.to.treatment..minutes.","Patients.who.did.not.wait.for.treatment....","Patients.admitted.from.the.Emergency.Department....","Admissions.to.hospital.within.4.hours...."
"306",305,114,"Dirranbandi","Jun-24","ALL",246,-7.5,98.7,0,1.6,7.7,89.5
"307",306,116,"Mitchell","Jun-24","1",2,0,100,0,0,100,100
"308",307,116,"Mitchell","Jun-24","2",22,4.8,100,0,0,59.1,100
"309",308,116,"Mitchell","Jun-24","3",103,145.2,99,0,0,50.5,98.1
"310",309,116,"Mitchell","Jun-24","4",117,30,100,0,0.9,9.4,100
"311",310,116,"Mitchell","Jun-24","5",42,-60.4,100,4,2.4,4.8,100
"312",311,116,"Mitchell","Jun-24","ALL",286,9.6,99.6,0,0.7,28,98.8
"313",312,117,"Mungindi","Jun-24","1",1,0,100,0,0,100,100
"314",313,117,"Mungindi","Jun-24","2",13,116.7,100,0,0,30.8,50
"315",314,117,"Mungindi","Jun-24","3",57,16.3,100,0,0,21.1,66.7
"316",315,117,"Mungindi","Jun-24","4",101,21.7,99,0,1,5.9,100
"317",316,117,"Mungindi","Jun-24","5",25,-40.5,100,0,0,0,NA
"318",317,117,"Mungindi","Jun-24","ALL",197,8.8,99.5,0,0.5,11.7,73.9
"319",318,118,"Quilpie","Jun-24","1",0,NA,NA,NA,NA,NA,NA
"320",319,118,"Quilpie","Jun-24","2",11,-35.3,100,0,0,36.4,100
"321",320,118,"Quilpie","Jun-24","3",36,-42.9,100,0,0,16.7,100
"322",321,118,"Quilpie","Jun-24","4",77,37.5,100,0,0,6.5,100
"323",322,118,"Quilpie","Jun-24","5",46,-16.4,100,0,0,2.2,100
"324",323,118,"Quilpie","Jun-24","ALL",170,-11,100,0,0,9.4,100
"325",324,119,"Roma","Jun-24","1",5,150,100,0,0,80,0
"326",325,119,"Roma","Jun-24","2",203,-10.2,100,2,0,40.9,53
"327",326,119,"Roma","Jun-24","3",752,-18.9,96.7,8,2,30.3,53.9
"328",327,119,"Roma","Jun-24","4",1433,4.1,95,14,4.3,7.7,51.4
"329",328,119,"Roma","Jun-24","5",394,9.4,98.8,16,7.6,4.1,75
"330",329,119,"Roma","Jun-24","ALL",2787,-3.6,96.4,11,3.8,15.9,53.4
"331",330,120,"St George","Jun-24","1",1,-50,100,0,0,100,100
"332",331,120,"St George","Jun-24","2",43,-17.3,100,0,0,53.5,100
"333",332,120,"St George","Jun-24","3",222,25.4,99.1,1,0.9,35.6,93.7
"334",333,120,"St George","Jun-24","4",600,17.9,99.5,1,0.2,10.7,100
"335",334,120,"St George","Jun-24","5",730,26.3,100,1,1.6,2.5,100
"336",335,120,"St George","Jun-24","ALL",1596,21.1,99.7,1,0.9,11.6,97.3
"337",336,121,"Surat","Jun-24","1",0,NA,NA,NA,NA,NA,NA
"338",337,121,"Surat","Jun-24","2",11,22.2,100,0,0,36.4,100
"339",338,121,"Surat","Jun-24","3",39,-18.8,94.9,0,0,12.8,100
"340",339,121,"Surat","Jun-24","4",86,36.5,98.8,2,1.2,3.5,100
"341",340,121,"Surat","Jun-24","5",76,40.7,100,2,0,1.3,100
"342",341,121,"Surat","Jun-24","ALL",212,21.8,98.6,0,0.5,6.1,100
"343",342,133,"Biloela","Jun-24","1",6,50,100,0,0,50,0
"344",343,133,"Biloela","Jun-24","2",212,71,73.2,4,1.4,34.4,75.3
"345",344,133,"Biloela","Jun-24","3",670,28.8,73.4,11,2.4,14,62.8
"346",345,133,"Biloela","Jun-24","4",800,-4.2,85.4,14,7.6,3.5,53.6
"347",346,133,"Biloela","Jun-24","5",373,-26.1,97.8,10,6.7,2.9,90.9
"348",347,133,"Biloela","Jun-24","ALL",2061,3.7,81.7,10,5.1,10.1,66.5
"349",348,134,"Blackwater","Jun-24","1",3,200,100,0,0,33.3,0
"350",349,134,"Blackwater","Jun-24","2",144,9.1,88.7,0,2.1,7.6,45.5
"351",350,134,"Blackwater","Jun-24","3",382,-6.1,92.2,5,2.9,3.4,69.2
"352",351,134,"Blackwater","Jun-24","4",916,26.5,93.6,9,2.4,0.9,87.5
"353",352,134,"Blackwater","Jun-24","5",292,10.6,98.9,7,3.8,0.3,100
"354",353,134,"Blackwater","Jun-24","ALL",1737,13.7,93.7,6,2.7,2,64.7
"355",354,135,"Emerald","Jun-24","1",24,166.7,100,0,0,50,41.7
"356",355,135,"Emerald","Jun-24","2",448,13.4,82.6,4,0.2,48.2,65.7
"357",356,135,"Emerald","Jun-24","3",1385,6.7,64.5,22,1.6,25.1,52.4
"358",357,135,"Emerald","Jun-24","4",1970,-6,66.2,34,6.4,4.9,57.3
"359",358,135,"Emerald","Jun-24","5",367,-33.6,81.4,32,12,0.8,100
"360",359,135,"Emerald","Jun-24","ALL",4194,-3.6,68.8,23,4.6,16.1,57.4
"361",360,136,"Gladstone","Jun-24","1",34,-29.2,100,0,0,55.9,21.1
"362",361,136,"Gladstone","Jun-24","2",1197,12,67.5,8,0.1,43.6,37.9
"363",362,136,"Gladstone","Jun-24","3",3638,13.5,79.5,16,2.9,23.4,21.7
"364",363,136,"Gladstone","Jun-24","4",4393,1.6,93,18,5.7,6.3,21
"365",364,136,"Gladstone","Jun-24","5",451,-15.7,92.8,18,7.3,2.4,36.4
"366",365,136,"Gladstone","Jun-24","ALL",9713,5.8,84.6,15,4,17.3,26.7
"367",366,139,"Mount Morgan","Jun-24","1",1,-83.3,100,0,0,0,NA
"368",367,139,"Mount Morgan","Jun-24","2",114,11.8,94.7,0,0,15.8,72.2
"369",368,139,"Mount Morgan","Jun-24","3",316,-17.3,85.8,5,1.6,9.5,53.3
"370",369,139,"Mount Morgan","Jun-24","4",360,16.1,96.7,4,2.8,3.9,71.4
"371",370,139,"Mount Morgan","Jun-24","5",55,-21.4,97.5,0,10.9,1.8,100
"372",371,139,"Mount Morgan","Jun-24","ALL",846,-2.8,92.2,2,2.5,7.4,63.5
"373",372,140,"Moura","Jun-24","1",1,0,100,0,0,0,NA
"374",373,140,"Moura","Jun-24","2",44,37.5,88.4,0,2.3,45.5,100
"375",374,140,"Moura","Jun-24","3",97,21.3,95.9,0,0,32,87.1
"376",375,140,"Moura","Jun-24","4",194,1.6,98.4,0,3.1,4.1,100
"377",376,140,"Moura","Jun-24","5",196,-10.5,100,0,0.5,1,100
"378",377,140,"Moura","Jun-24","ALL",532,1.7,97.3,0,1.5,11.5,93.4
"379",378,141,"Rockhampton","Jun-24","1",90,4.7,100,0,0,71.1,25
"380",379,141,"Rockhampton","Jun-24","2",2340,7,85.2,5,0.3,47.4,20.4
"381",380,141,"Rockhampton","Jun-24","3",6212,-2.2,63.5,18,2.5,28.6,21.9
"382",381,141,"Rockhampton","Jun-24","4",3735,-12.5,76.8,20,5,9.1,23.2
"383",382,141,"Rockhampton","Jun-24","5",367,-16,92.7,18,8.7,2.5,33.3
"384",383,141,"Rockhampton","Jun-24","ALL",12744,-4.4,72.5,13,3,25.9,21.6
"385",384,142,"Springsure","Jun-24","1",0,NA,NA,NA,NA,NA,NA
"386",385,142,"Springsure","Jun-24","2",34,25.9,94.1,0,0,35.3,83.3
"387",386,142,"Springsure","Jun-24","3",106,7.1,95.2,0,0,17.9,84.2
"388",387,142,"Springsure","Jun-24","4",157,4,100,0,1.3,5.7,55.6
"389",388,142,"Springsure","Jun-24","5",193,116.9,100,0,0.5,2.6,100
"390",389,142,"Springsure","Jun-24","ALL",490,33.9,98.1,0,0.6,9.2,80
"391",390,144,"Capricorn Coast","Jun-24","1",16,45.5,100,0,0,43.8,28.6
"392",391,144,"Capricorn Coast","Jun-24","2",577,49.1,81.2,4,0.7,22.7,42.7
"393",392,144,"Capricorn Coast","Jun-24","3",1715,0.6,53.7,28,3.4,10.4,19.1
"394",393,144,"Capricorn Coast","Jun-24","4",2044,-4.4,69,28,8,2.2,29.5
"395",394,144,"Capricorn Coast","Jun-24","5",370,37.5,94.4,16,10.8,1.1,25
"396",395,144,"Capricorn Coast","Jun-24","ALL",4722,4.7,66.4,21,5.6,7.7,29.1
"397",396,145,"Woorabinda","Jun-24","1",3,NA,100,0,0,0,NA
"398",397,145,"Woorabinda","Jun-24","2",68,15.3,100,0,2.9,17.6,75
"399",398,145,"Woorabinda","Jun-24","3",281,1.8,98.5,0,4.3,4.3,91.7
"400",399,145,"Woorabinda","Jun-24","4",162,-1.2,99.4,0,3.7,3.7,83.3
"401",400,145,"Woorabinda","Jun-24","5",147,-67.3,100,0,2,0,NA
"402",401,145,"Woorabinda","Jun-24","ALL",661,-30.3,99.2,0,3.5,4.5,83.3
"403",402,152,"Barcaldine","Jun-24","1",0,-100,NA,NA,NA,NA,NA
"404",403,152,"Barcaldine","Jun-24","2",40,42.9,95,0,0,65,92.3
"405",404,152,"Barcaldine","Jun-24","3",130,36.8,96.9,0,0.8,40,88.5
"406",405,152,"Barcaldine","Jun-24","4",215,1.4,96.7,0,1.9,7.4,68.8
"407",406,152,"Barcaldine","Jun-24","5",90,-29.1,100,2,5.6,3.3,66.7
"408",407,152,"Barcaldine","Jun-24","ALL",475,1.9,97.2,0,2.1,20.4,85.6
"409",408,153,"Blackall","Jun-24","1",4,300,100,0,0,75,66.7
"410",409,153,"Blackall","Jun-24","2",35,20.7,97.1,0,0,45.7,81.3
"411",410,153,"Blackall","Jun-24","3",109,25.3,98.2,0,0,25.7,96.4
"412",411,153,"Blackall","Jun-24","4",208,37.7,100,0,0,14.9,96.8
"413",412,153,"Blackall","Jun-24","5",73,-47.9,100,0,4.1,8.2,100
"414",413,153,"Blackall","Jun-24","ALL",429,5.1,99.3,0,0.7,19.6,92.9
"415",414,156,"Longreach","Jun-24","1",1,-50,100,0,0,0,NA
"416",415,156,"Longreach","Jun-24","2",82,-18.8,93.9,1,0,40.2,72.7
"417",416,156,"Longreach","Jun-24","3",296,-11.6,93.7,4,2.7,31.1,72.8
"418",417,156,"Longreach","Jun-24","4",558,10.7,94,14,3.9,9.7,68.5
"419",418,156,"Longreach","Jun-24","5",638,32.1,98.8,14,3.9,2.8,72.2
"420",419,156,"Longreach","Jun-24","ALL",1575,10.5,95.7,9,3.5,12.5,71.6
"421",420,159,"Winton","Jun-24","1",0,NA,NA,NA,NA,NA,NA
"422",421,159,"Winton","Jun-24","2",24,-11.1,95.8,0,0,50,91.7
"423",422,159,"Winton","Jun-24","3",69,-9.2,85.5,0,0,24.6,94.1
"424",423,159,"Winton","Jun-24","4",160,14.3,96.8,0,1.3,10.6,100
"425",424,159,"Winton","Jun-24","5",83,93,98.7,0,1.2,1.2,0
"426",425,159,"Winton","Jun-24","ALL",336,17.5,94.8,0,0.9,14,93.6
"427",426,171,"Clermont MPHS","Jun-24","1",9,350,100,0,0,0,NA
"428",427,171,"Clermont MPHS","Jun-24","2",74,-6.3,97.3,0,0,41.9,93.5
"429",428,171,"Clermont MPHS","Jun-24","3",158,-38,98.1,0,0.6,31.6,94
"430",429,171,"Clermont MPHS","Jun-24","4",248,-36.4,98.3,0,0,6.9,82.4
"431",430,171,"Clermont MPHS","Jun-24","5",130,-52.7,100,0,0.8,3.1,75
"432",431,171,"Clermont MPHS","Jun-24","ALL",619,-38.2,98.5,0,0.3,16.5,91.2
"433",432,172,"Mackay","Jun-24","1",108,10.2,100,1,0,72.2,34.6
"434",433,172,"Mackay","Jun-24","2",3944,13.3,98.4,7,0.3,53.3,24.3
"435",434,172,"Mackay","Jun-24","3",6162,-1,81.2,15,2.5,32.2,24.2
"436",435,172,"Mackay","Jun-24","4",3312,0.2,89.1,22,3.5,9.5,33.2
"437",436,172,"Mackay","Jun-24","5",503,17.8,97.6,25,6,3.6,38.9
"438",437,172,"Mackay","Jun-24","ALL",14029,3.6,88.7,10,2.3,32.1,25.1
"439",438,173,"Moranbah","Jun-24","1",1,-80,100,0,0,0,NA
"440",439,173,"Moranbah","Jun-24","2",146,-17,97.3,0,0,17.1,76
"441",440,173,"Moranbah","Jun-24","3",491,-7.2,96.9,0,0.8,10.2,84
"442",441,173,"Moranbah","Jun-24","4",657,25.1,97.5,0,1.5,1.5,80
"443",442,173,"Moranbah","Jun-24","5",568,29.1,99.4,5,2.6,0.4,100
"444",443,173,"Moranbah","Jun-24","ALL",1863,11.2,97.7,0,1.6,4.7,81.6
"445",444,174,"Proserpine","Jun-24","1",30,87.5,100,0,0,20,50
"446",445,174,"Proserpine","Jun-24","2",360,-10.4,86.7,4,0,29.4,40.6
"447",446,174,"Proserpine","Jun-24","3",1338,5.7,87.8,12,1.2,17.7,38
"448",447,174,"Proserpine","Jun-24","4",1978,-10.8,88.8,18,2.3,4.4,50.6
"449",448,174,"Proserpine","Jun-24","5",779,-10,96.3,21,5,1,62.5
"450",449,174,"Proserpine","Jun-24","ALL",4485,-5.9,89.6,14,2.3,9.9,41.7
"451",450,175,"Sarina","Jun-24","1",4,100,100,1,0,0,NA
"452",451,175,"Sarina","Jun-24","2",105,1.9,70.5,6,0,16.2,94.1
"453",452,175,"Sarina","Jun-24","3",440,24.6,90.1,10,0.2,4.5,65
"454",453,175,"Sarina","Jun-24","4",977,71.4,96.7,10,0.5,1.6,87.5
"455",454,175,"Sarina","Jun-24","5",475,59.4,99.4,9,3.6,2.5,91.7
"456",455,175,"Sarina","Jun-24","ALL",2001,50.9,94.2,10,1.1,3.2,83.1
"457",456,176,"Dysart","Jun-24","1",2,0,100,0,0,50,100
"458",457,176,"Dysart","Jun-24","2",76,18.8,93.4,0,0,61.8,100
"459",458,176,"Dysart","Jun-24","3",177,-26.3,96,0,1.1,25.4,100
"460",459,176,"Dysart","Jun-24","4",266,3.9,98.5,0,1.1,6.8,100
"461",460,176,"Dysart","Jun-24","5",111,-15.9,100,0,0,5.4,100
"462",461,176,"Dysart","Jun-24","ALL",632,-8.9,97.4,0,0.8,18.5,100
"463",462,191,"Ayr","Jun-24","1",14,180,100,0,0,7.1,100
"464",463,191,"Ayr","Jun-24","2",239,11.2,99.6,0,0,32.2,58.4
"465",464,191,"Ayr","Jun-24","3",948,9.3,91.4,0,1.3,23.9,60.8
"466",465,191,"Ayr","Jun-24","4",1962,17.1,95.3,0,3,5.9,70.7
"467",466,191,"Ayr","Jun-24","5",489,21.9,99.2,1,7.4,1.2,100
"468",467,191,"Ayr","Jun-24","ALL",3652,15.5,95,0,2.9,11.7,63.7
"469",468,192,"Bowen","Jun-24","1",10,-28.6,100,0,0,30,0
"470",469,192,"Bowen","Jun-24","2",274,12.8,83.1,0,0.4,21.9,35
"471",470,192,"Bowen","Jun-24","3",995,6.4,88.6,1,1.8,18.7,27.4
"472",471,192,"Bowen","Jun-24","4",1873,10.7,90.3,0,5.9,3.1,36.2
"473",472,192,"Bowen","Jun-24","5",576,1.1,96.6,0,6.3,0.5,66.7
"474",473,192,"Bowen","Jun-24","ALL",3728,7.9,89.8,0,4.4,8.3,30.6
"475",474,193,"Charters Towers","Jun-24","1",13,62.5,100,0,0,30.8,100
"476",475,193,"Charters Towers","Jun-24","2",173,-2.3,100,2,0,34.7,98.3
"477",476,193,"Charters Towers","Jun-24","3",617,11.6,88.1,8,2.1,27.1,93.4
"478",477,193,"Charters Towers","Jun-24","4",1178,-7.3,91.7,11,2.9,8.4,94.9
"479",478,193,"Charters Towers","Jun-24","5",758,25.3,98.8,10,4.6,1.1,100
"480",479,193,"Charters Towers","Jun-24","ALL",2739,4.8,93.3,8,3,12.3,95
"481",480,196,"Ingham","Jun-24","1",10,-23.1,100,0,0,30,33.3
"482",481,196,"Ingham","Jun-24","2",273,42.9,83.5,5,0.4,40.3,72.7
"483",482,196,"Ingham","Jun-24","3",770,0,87.8,9,1,27.1,67
"484",483,196,"Ingham","Jun-24","4",1076,8.1,94.6,9,2.3,10.4,77.7
"485",484,196,"Ingham","Jun-24","5",487,-11.1,99.7,7,3.1,8.8,95.3
"486",485,196,"Ingham","Jun-24","ALL",2616,3.9,91.9,8,1.9,18.2,73.2
"487",486,197,"Joyce Palmer HS","Jun-24","1",5,66.7,100,0,0,40,50
"488",487,197,"Joyce Palmer HS","Jun-24","2",166,115.6,79.9,5,1.2,45.8,81.6
"489",488,197,"Joyce Palmer HS","Jun-24","3",437,-14.3,83.5,11,4.3,22.9,75
"490",489,197,"Joyce Palmer HS","Jun-24","4",464,-25.6,95.8,8,5.2,10.3,62.5
"491",490,197,"Joyce Palmer HS","Jun-24","5",405,21.3,99,5,7.7,3.2,46.2
"492",491,197,"Joyce Palmer HS","Jun-24","ALL",1477,-4.6,90.7,8,5.1,16.2,72.8
"493",492,200,"Townsville","Jun-24","1",179,5.9,100,0,0,87.2,58.3
"494",493,200,"Townsville","Jun-24","2",3614,-0.3,85.7,4,0.2,49.8,27.4
"495",494,200,"Townsville","Jun-24","3",12075,-13.7,73.4,15,3.6,31.9,20.2
"496",495,200,"Townsville","Jun-24","4",7454,3,77.3,25,6.7,15.4,22.4
"497",496,200,"Townsville","Jun-24","5",902,74.8,94.2,24,7.9,5.7,23.5
"498",497,200,"Townsville","Jun-24","ALL",24224,-5.1,77.4,14,4.2,28.9,23.3
"499",498,201,"Royal Brisbane & Women's","Jun-24","1",401,86.5,100,0,0,83,47.7
"500",499,201,"Royal Brisbane & Women's","Jun-24","2",3315,-12.2,67.6,9,0.8,51,27.5
"501",500,201,"Royal Brisbane & Women's","Jun-24","3",8334,6.3,43.9,37,3.6,41.9,24.2
"502",501,201,"Royal Brisbane & Women's","Jun-24","4",8003,2.9,67.6,36,6.9,26.2,26.6
"503",502,201,"Royal Brisbane & Women's","Jun-24","5",1701,-15.1,90.5,31,12.6,9.3,34.8
"504",503,201,"Royal Brisbane & Women's","Jun-24","ALL",21754,0.7,60.7,29,5,35.7,26.8
"505",504,202,"Queensland Children's","Jun-24","1",100,-1,100,1,0,84,44
"506",505,202,"Queensland Children's","Jun-24","2",2596,-4.8,87.7,7,0,64.3,49.7
"507",506,202,"Queensland Children's","Jun-24","3",6745,-3.1,74.2,15,0.9,31.8,33.4
"508",507,202,"Queensland Children's","Jun-24","4",8442,-6.9,82.1,21,3.6,13.5,30.9
"509",508,202,"Queensland Children's","Jun-24","5",1808,9.2,94.5,24,4.5,6.7,49.6
"510",509,202,"Queensland Children's","Jun-24","ALL",19691,-4,81.3,14,2.3,26.2,38.7
"511",510,211,"Atherton","Jun-24","1",32,-25.6,100,0,0,43.8,64.3
"512",511,211,"Atherton","Jun-24","2",471,-5.6,81.9,6,0.2,47.6,45.1
"513",512,211,"Atherton","Jun-24","3",1665,11.9,71.3,19,2.2,25.3,33.2
"514",513,211,"Atherton","Jun-24","4",1917,-8.5,69.8,33,5.6,8.3,37.5
"515",514,211,"Atherton","Jun-24","5",897,4.2,90.2,23,7.2,1.4,69.2
"516",515,211,"Atherton","Jun-24","ALL",4982,-0.1,74.9,21,4.2,16.7,38.3
"517",516,212,"Babinda","Jun-24","1",2,-33.3,100,0,0,0,NA
"518",517,212,"Babinda","Jun-24","2",54,-22.9,100,0,0,22.2,91.7
"519",518,212,"Babinda","Jun-24","3",123,-31.7,100,0,1.6,26.8,84.8
"520",519,212,"Babinda","Jun-24","4",279,-8.5,100,0,2.9,5.4,93.3
"521",520,212,"Babinda","Jun-24","5",371,33.5,100,0,3.8,11.3,95.2
"522",521,212,"Babinda","Jun-24","ALL",829,-0.8,100,0,2.9,12.3,91.2
"523",522,213,"Bamaga","Jun-24","1",3,0,100,0,0,66.7,100
"524",523,213,"Bamaga","Jun-24","2",109,43.4,96.3,3,0,50.5,89.1
"525",524,213,"Bamaga","Jun-24","3",307,32.3,94.1,7,0.7,20.5,87.3
"526",525,213,"Bamaga","Jun-24","4",586,-10.1,97.8,10,2,4.4,96.2
"527",526,213,"Bamaga","Jun-24","5",486,18,100,10,3.1,0.6,100
"528",527,213,"Bamaga","Jun-24","ALL",1491,8.4,97.6,8,1.9,10,89.9
"529",528,214,"Cairns","Jun-24","1",312,-0.3,100,1,0,84,35.1
"530",529,214,"Cairns","Jun-24","2",4357,0.1,80.3,6,0.3,53.4,28.7
"531",530,214,"Cairns","Jun-24","3",10056,-2.1,75.2,16,2.3,38.8,23.1
"532",531,214,"Cairns","Jun-24","4",6245,-13,84.5,20,5.2,16,30.3
"533",532,214,"Cairns","Jun-24","5",938,-3,95.1,23,9.8,5.4,45.1
"534",533,214,"Cairns","Jun-24","ALL",21908,-5.1,79.9,13,3,34.4,26.4
"535",534,216,"Cooktown","Jun-24","1",6,-14.3,100,0,0,50,33.3
"536",535,216,"Cooktown","Jun-24","2",111,-24,91.9,0,0,59.5,78.8
"537",536,216,"Cooktown","Jun-24","3",357,-15.8,84.9,10,1.4,38.4,89.8
"538",537,216,"Cooktown","Jun-24","4",914,5.4,87.5,20,3.4,7.3,94
"539",538,216,"Cooktown","Jun-24","5",632,20.4,94.6,21,5.1,1.9,91.7
"540",539,216,"Cooktown","Jun-24","ALL",2020,2.6,89.3,15,3.4,14.1,87.7
"541",540,222,"Innisfail","Jun-24","1",37,37,100,0,0,54.1,30
"542",541,222,"Innisfail","Jun-24","2",468,11.7,77.8,4,0.6,39.5,58.9
"543",542,222,"Innisfail","Jun-24","3",1225,1.7,65.7,19,1.8,22.9,58
"544",543,222,"Innisfail","Jun-24","4",2048,6.4,62.8,36,6.8,5.5,46.4
"545",544,222,"Innisfail","Jun-24","5",948,-15.4,85,34,10.1,8.5,69.1
"546",545,222,"Innisfail","Jun-24","ALL",4726,0.7,69.4,22,5.5,14.4,56.8
"547",546,223,"Mareeba","Jun-24","1",84,-2.3,100,0,0,36.9,25.8
"548",547,223,"Mareeba","Jun-24","2",603,11,74.9,7,0.2,33.8,47.1
"549",548,223,"Mareeba","Jun-24","3",1631,12.1,67,21,1.8,17.6,48.4
"550",549,223,"Mareeba","Jun-24","4",2287,5.4,67.3,38,5.4,4.1,39.8
"551",550,223,"Mareeba","Jun-24","5",1602,1.6,86.5,29,6.1,0.9,71.4
"552",551,223,"Mareeba","Jun-24","ALL",6207,6.5,72.9,24,4,10.1,46.1
"553",552,224,"Mossman","Jun-24","1",21,5,100,0,0,33.3,14.3
"554",553,224,"Mossman","Jun-24","2",362,-2.9,74.8,7,0.3,44.8,21.6
"555",554,224,"Mossman","Jun-24","3",922,1.4,71.4,20,1.6,23.3,30.2
"556",555,224,"Mossman","Jun-24","4",1585,11.7,67.6,40,5.4,5.5,39.1
"557",556,224,"Mossman","Jun-24","5",1168,3.1,87.7,25,5,6.3,89
"558",557,224,"Mossman","Jun-24","ALL",4058,5.3,73.3,25,3.9,13.4,36.8
"559",558,226,"Thursday Island","Jun-24","1",14,250,100,0,0,50,42.9
"560",559,226,"Thursday Island","Jun-24","2",122,0.8,93.4,0,0,50,70.5
"561",560,226,"Thursday Island","Jun-24","3",267,1.9,85.8,5,1.5,23.6,61.9
"562",561,226,"Thursday Island","Jun-24","4",535,-1.5,95,7,2.6,8,74.4
"563",562,226,"Thursday Island","Jun-24","5",424,-5.8,97.3,9,4.7,1.9,87.5
"564",563,226,"Thursday Island","Jun-24","ALL",1362,-1.3,93.6,5,2.8,13.4,68.1
"565",564,227,"Tully","Jun-24","1",12,-14.3,100,0,0,25,0
"566",565,227,"Tully","Jun-24","2",152,-17.4,90.7,0,0.7,17.8,51.9
"567",566,227,"Tully","Jun-24","3",568,-8.5,92.6,0,2.3,13.6,46.8
"568",567,227,"Tully","Jun-24","4",1352,4,93.4,0,3.8,3,57.5
"569",568,227,"Tully","Jun-24","5",350,-19,97.5,0,6,1.1,50
"570",569,227,"Tully","Jun-24","ALL",2434,-4.6,93.5,0,3.6,6.2,49.7
"571",570,228,"Weipa","Jun-24","1",6,-25,100,0,0,16.7,0
"572",571,228,"Weipa","Jun-24","2",191,52.8,75.5,5,1.6,38.2,67.1
"573",572,228,"Weipa","Jun-24","3",434,6.6,63.1,25,3.2,24.4,60.4
"574",573,228,"Weipa","Jun-24","4",862,-5.8,67.3,40,6.4,6.6,64.9
"575",574,228,"Weipa","Jun-24","5",430,-10.4,90.5,40,8.8,3,46.2
"576",575,228,"Weipa","Jun-24","ALL",1923,-0.6,71.9,30,5.7,13,62.4
"577",576,243,"Cloncurry MPHS","Jun-24","1",1,NA,100,0,0,0,NA
"578",577,243,"Cloncurry MPHS","Jun-24","2",105,-9.5,97.1,2,0,46.7,89.8
"579",578,243,"Cloncurry MPHS","Jun-24","3",287,-4,94.6,5,1.7,20.2,81
"580",579,243,"Cloncurry MPHS","Jun-24","4",389,-28.5,96.7,7,3.9,4.4,82.4
"581",580,243,"Cloncurry MPHS","Jun-24","5",507,-4.7,97.9,9,6.1,4.3,81.8
"582",581,243,"Cloncurry MPHS","Jun-24","ALL",1289,-13.5,96.7,6,4,11.3,84.2
"583",582,245,"Julia Creek MPHS","Jun-24","1",2,NA,100,0,0,0,NA
"584",583,245,"Julia Creek MPHS","Jun-24","2",22,-12,95.5,0,0,9.1,100
"585",584,245,"Julia Creek MPHS","Jun-24","3",63,18.9,98.4,0,0,7.9,80
"586",585,245,"Julia Creek MPHS","Jun-24","4",180,56.5,100,0,0,1.7,100
"587",586,245,"Julia Creek MPHS","Jun-24","5",351,33.5,100,0,0,0,NA
"588",587,245,"Julia Creek MPHS","Jun-24","ALL",618,35.5,99.5,0,0,1.6,90
"589",588,246,"Mount Isa","Jun-24","1",31,121.4,100,0,0,64.5,45
"590",589,246,"Mount Isa","Jun-24","2",881,0.7,81.5,5,0.1,44.6,46.8
"591",590,246,"Mount Isa","Jun-24","3",2703,-6.2,64,20,5.3,23.2,37.2
"592",591,246,"Mount Isa","Jun-24","4",4016,11.3,65.4,41,9.4,6.7,46.7
"593",592,246,"Mount Isa","Jun-24","5",1463,38,88.6,44,12,2.4,57.1
"594",593,246,"Mount Isa","Jun-24","ALL",9094,7.7,70,27,7.7,14.8,42.6
"595",594,247,"Normanton","Jun-24","1",0,-100,NA,NA,NA,NA,NA
"596",595,247,"Normanton","Jun-24","2",44,-10.2,97.7,0,0,65.9,82.8
"597",596,247,"Normanton","Jun-24","3",235,-1.7,97.4,1,1.3,35.7,95.2
"598",597,247,"Normanton","Jun-24","4",362,-2.9,99.4,0,2.2,9.9,88.9
"599",598,247,"Normanton","Jun-24","5",132,15.8,99.1,0,0.8,7.6,80
"600",599,247,"Normanton","Jun-24","ALL",773,-0.6,98.6,0,1.6,20.6,90.6
"601",600,249,"Mornington Island","Jun-24","1",1,-75,100,0,0,100,100
"602",601,249,"Mornington Island","Jun-24","2",43,-44.9,100,0,2.3,11.6,80
"603",602,249,"Mornington Island","Jun-24","3",201,-28.7,98,0,1,11.9,83.3
"604",603,249,"Mornington Island","Jun-24","4",497,-19.4,99.2,1,3,1.8,77.8
"605",604,249,"Mornington Island","Jun-24","5",260,138.5,100,3,2.7,0.8,100
"606",605,249,"Mornington Island","Jun-24","ALL",1002,-8.1,99.2,1,2.5,4.1,82.9
"607",606,252,"Doomadgee","Jun-24","1",4,100,100,0,0,0,NA
"608",607,252,"Doomadgee","Jun-24","2",101,48.5,92,3,1,19.8,85
"609",608,252,"Doomadgee","Jun-24","3",688,134.8,88.5,9,6.1,5.7,76.9
"610",609,252,"Doomadgee","Jun-24","4",742,1.2,96,11,6.9,1.2,88.9
"611",610,252,"Doomadgee","Jun-24","5",576,-30.9,100,10,5,0.7,100
"612",611,252,"Doomadgee","Jun-24","ALL",2111,9.4,94.1,9,5.8,3.4,81.9
"613",612,934,"Robina","Jun-24","1",139,90.4,100,1,0,56.8,43
"614",613,934,"Robina","Jun-24","2",4147,30.7,69.6,7,0.2,42.5,45.4
"615",614,934,"Robina","Jun-24","3",8585,7.6,78.4,15,1,35.6,40.4
"616",615,934,"Robina","Jun-24","4",3697,-7,89.3,17,2,14.9,40.5
